COM=Project: MALDI_2020, Spot Set: MALDI_2020\102720_Fatehi, Label: A3, Spot Id: 809347, Peak List Id: 390695, MS Job Run Id: 31273
506.16162	502.51782
509.1976	534.37769
511.2735	562.68982
515.34271	1327.5809
523.16675	553.42139
524.15826	701.47278
525.18585	590.52075
568.14502	2154.9883
569.14148	632.86774
599.5304	1866.6804
637.32257	650.41052
650.02979	2036.2201
656.06787	3045.8799
666.01257	855.17694
672.02679	910.54095
684.52362	540.08362
772.57355	683.06873
842.5058	1060.2148
861.0481	3024.5227
870.55249	1342.7408
877.03406	1794.936
893.02802	546.99561
1045.5697	718.79596
1066.0551	534.76031
2210.0808	707.7746
2211.1084	2319.7104
2233.1013	580.92786
2299.1929	1426.2427
